ID,Estado_de_la_desaparicion,Clasificacion_de_la_desaparicion,Fecha_de_la_desaparicion,Edad,Sexo,Pais,Ancestro,Estado_civil,Escolaridad,Pertenencia_grupal,Pais_de_desaparicion,Municio,Departamento,Contexto
182786,Desaparecido,Sin Información,2023-11-11T00:00:00.000,35,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
182787,Desaparecido,Sin Información,2023-10-31T00:00:00.000,23,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182789,Aparecio Vivo,Sin Información,2023-10-29T00:00:00.000,36,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Popayán,Cauca,Desaparición
182792,Desaparecido,Sin Información,2023-10-30T00:00:00.000,55,Hombre,Colombia,Mestizo,Casado (a),Sin escolaridad,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
182793,Desaparecido,Sin Información,2023-11-06T00:00:00.000,21,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Fusagasugá,Cundinamarca,Desaparición
182794,Aparecio Muerto,Sin Información,2023-11-08T00:00:00.000,81,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Junín,Cundinamarca,Desaparición
182796,Desaparecido,Sin Información,2023-10-11T00:00:00.000,27,Hombre,Venezuela,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Zona Bananera,Magdalena,Desaparición
182797,Aparecio Vivo,Sin Información,2023-11-13T00:00:00.000,44,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
182798,Aparecio Muerto,Sin Información,2023-11-11T00:00:00.000,22,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182800,Desaparecido,Sin Información,2023-10-25T00:00:00.000,87,Hombre,Colombia,Mestizo,Viudo (a),Sin escolaridad,Ninguno,Colombia,Amaga,Antioquia,Desaparición
182801,Aparecio Vivo,Sin Información,2023-11-14T00:00:00.000,64,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Fusagasugá,Cundinamarca,Desaparición
182802,Aparecio Vivo,Sin Información,2023-11-14T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
182804,Aparecio Muerto,Sin Información,2023-11-14T00:00:00.000,30,Hombre,Colombia,Blanco,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
182805,Aparecio Vivo,Sin Información,2023-11-12T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182806,Aparecio Vivo,Sin Información,2023-11-13T00:00:00.000,85,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182807,Desaparecido,Sin Información,2023-09-28T00:00:00.000,38,Hombre,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas,Desaparición
182808,Desaparecido,Sin Información,2023-04-27T00:00:00.000,52,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Tunja,Boyacá,Desaparición
182809,Desaparecido,Sin Información,2023-11-11T00:00:00.000,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Madrid,Cundinamarca,Desaparición
182810,Desaparecido,Sin Información,2023-09-04T00:00:00.000,54,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
182811,Aparecio Vivo,Sin Información,2023-11-06T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182813,Desaparecido,Sin Información,2023-11-03T00:00:00.000,95,Mujer,Colombia,Mestizo,Viudo (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182814,Aparecio Vivo,Sin Información,2023-11-10T00:00:00.000,13,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Madrid,Cundinamarca,Desaparición
182815,Desaparecido,Sin Información,2023-11-10T00:00:00.000,41,Hombre,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182816,Desaparecido,Sin Información,2023-11-03T00:00:00.000,22,Hombre,Colombia,Blanco,Unión Libre,Educación básica primaria,Sin información,Colombia,Alcalá,Valle Del Cauca,Desaparición
182817,Aparecio Vivo,Sin Información,2023-11-12T00:00:00.000,82,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182818,Desaparecido,Sin Información,2023-11-11T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Mosquera,Cundinamarca,Desaparición
182820,Aparecio Vivo,Sin Información,2023-11-10T00:00:00.000,45,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182821,Desaparecido,Sin Información,2023-11-15T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182824,Desaparecido,Sin Información,2023-11-13T00:00:00.000,16,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Chía,Cundinamarca,Desaparición
182825,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,37,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Popayán,Cauca,Desaparición
182827,Desaparecido,Sin Información,2023-11-04T00:00:00.000,51,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bucaramanga,Santander,Desaparición
182829,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,12,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Sin información,Colombia,Bello,Antioquia,Desaparición
182830,Desaparecido,Sin Información,2023-11-09T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182831,Aparecio Muerto,Sin Información,2023-11-13T00:00:00.000,19,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Comunidad LGBT,Colombia,La Unión,Valle Del Cauca,Desaparición
182832,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,11,Hombre,Colombia,Negro,Soltero (a),Sin información,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
182833,Desaparecido,Sin Información,2023-11-12T00:00:00.000,32,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Carmen De Apicalá,Tolima,Desaparición
182834,Desaparecido,Sin Información,2023-10-05T00:00:00.000,24,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
182835,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,11,Hombre,Colombia,Negro,Soltero (a),Sin información,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
182839,Desaparecido,Sin Información,2023-11-14T00:00:00.000,13,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Sesquilé,Cundinamarca,Desaparición
182840,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,21,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Grupos étnicos,Colombia,Pasto,Nariño,Desaparición
182842,Aparecio Vivo,Sin Información,2023-10-31T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182843,Desaparecido,Sin Información,2023-11-12T00:00:00.000,17,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Chía,Cundinamarca,Desaparición
182846,Aparecio Vivo,Sin Información,2023-11-13T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182847,Desaparecido,Sin Información,2023-05-12T00:00:00.000,37,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Caldono,Cauca,Desaparición
182848,Desaparecido,Sin Información,2023-08-02T00:00:00.000,23,Mujer,Venezuela,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Cúcuta,Norte De Santander,Desaparición
182849,Desaparecido,Sin Información,2023-11-11T00:00:00.000,36,Mujer,Sin Información,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182850,Aparecio Vivo,Sin Información,2023-11-05T00:00:00.000,33,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Popayán,Cauca,Desaparición
182851,Desaparecido,Sin Información,2023-10-08T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182852,Desaparecido,Sin Información,2023-11-08T00:00:00.000,27,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182854,Aparecio Vivo,Sin Información,2023-11-16T00:00:00.000,33,Mujer,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182855,Aparecio Vivo,Sin Información,2023-10-25T00:00:00.000,52,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Altamira,Huila,Desaparición
182858,Desaparecido,Sin Información,2023-10-07T00:00:00.000,16,Mujer,Venezuela,Mestizo,Sin Información,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182859,Desaparecido,Sin Información,2023-11-14T00:00:00.000,16,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182860,Aparecio Vivo,Sin Información,2023-11-10T00:00:00.000,19,Mujer,Sin Información,Mulato,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182861,Desaparecido,Sin Información,2023-11-09T00:00:00.000,27,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Dagua,Valle Del Cauca,Desaparición
182862,Desaparecido,Sin Información,2023-11-13T00:00:00.000,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182863,Desaparecido,Sin Información,2023-11-16T00:00:00.000,41,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
182865,Aparecio Vivo,Sin Información,2023-10-31T00:00:00.000,61,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182868,Desaparecido,Sin Información,2023-11-08T00:00:00.000,38,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Salento,Quindio,Desaparición
182869,Desaparecido,Sin Información,2023-02-02T00:00:00.000,23,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Guaranda,Sucre,Desaparición
182870,Aparecio Vivo,Sin Información,2023-11-17T00:00:00.000,33,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Medellín,Antioquia,Desaparición
182871,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,50,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
182872,Desaparecido,Sin Información,2023-11-14T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182873,Aparecio Vivo,Sin Información,2023-11-12T00:00:00.000,28,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño,Desaparición
182874,Aparecio Vivo,Sin Información,2023-11-12T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182875,Desaparecido,Sin Información,2023-11-14T00:00:00.000,35,Mujer,Colombia,Sin Información,Casado (a),Sin información,Líder,Colombia,Baraya,Huila,Desaparición
182876,Aparecio Vivo,Sin Información,2023-11-16T00:00:00.000,70,Hombre,Colombia,Sin Información,Casado (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
182877,Aparecio Vivo,Sin Información,2023-11-11T00:00:00.000,24,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
182879,Desaparecido,Desaparición Presuntamente Forzada,2023-02-03T00:00:00.000,31,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Saravena,Arauca,Desaparición
182881,Desaparecido,Sin Información,2023-09-30T00:00:00.000,47,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182882,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,55,Hombre,Colombia,Sin Información,Soltero (a),Sin escolaridad,Ninguno,Colombia,Popayán,Cauca,Desaparición
182883,Desaparecido,Sin Información,2023-10-21T00:00:00.000,50,Mujer,Venezuela,Indigena,"Separado(a),Divorciado(a)",Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182884,Desaparecido,Sin Información,2023-10-21T00:00:00.000,4,Mujer,Venezuela,Mestizo,No Aplica,Sin escolaridad,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182885,Desaparecido,Desaparición Presuntamente Forzada,2023-06-06T00:00:00.000,41,Mujer,Colombia,Blanco,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cartago,Valle Del Cauca,Desaparición
182886,Desaparecido,Sin Información,2023-10-21T00:00:00.000,29,Hombre,Venezuela,Blanco,Casado (a),Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182887,Desaparecido,Sin Información,2023-10-21T00:00:00.000,29,Mujer,Venezuela,Blanco,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182888,Desaparecido,Sin Información,2023-10-21T00:00:00.000,23,Mujer,Venezuela,Indigena,Soltero (a),Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182889,Aparecio Vivo,Sin Información,2023-11-14T00:00:00.000,54,Hombre,Colombia,Sin Información,Sin Información,Sin información,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182890,Aparecio Vivo,Sin Información,2023-11-11T00:00:00.000,Menor de 1 año,Hombre,Colombia,Mestizo,No Aplica,Sin escolaridad,Ninguno,Colombia,Funza,Cundinamarca,Desaparición
182891,Desaparecido,Sin Información,2023-11-10T00:00:00.000,Menor de 1 año,Hombre,Colombia,Sin Información,No Aplica,Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182892,Aparecio Vivo,Sin Información,2023-11-17T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182893,Aparecio Vivo,Sin Información,2023-11-14T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182894,Desaparecido,Sin Información,2023-08-01T00:00:00.000,30,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182895,Desaparecido,Sin Información,2023-11-15T00:00:00.000,44,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182896,Aparecio Vivo,Sin Información,2023-11-07T00:00:00.000,43,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Ecuador,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
182897,Desaparecido,Sin Información,2023-11-18T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182898,Aparecio Vivo,Sin Información,2023-11-19T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182899,Aparecio Vivo,Sin Información,2023-11-15T00:00:00.000,39,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182900,Aparecio Vivo,Sin Información,2023-11-16T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,San Pedro De Los Milagros,Antioquia,Desaparición
182901,Desaparecido,Sin Información,2023-11-17T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Chía,Cundinamarca,Desaparición
182902,Aparecio Vivo,Sin Información,2023-11-18T00:00:00.000,41,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Sin información,Colombia,Ocaña,Norte De Santander,Desaparición
182903,Desaparecido,Sin Información,2023-10-15T00:00:00.000,29,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182906,Desaparecido,Sin Información,2023-11-15T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Silvania,Cundinamarca,Desaparición
182907,Desaparecido,Sin Información,2023-11-11T00:00:00.000,44,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
182908,Aparecio Vivo,Sin Información,2023-11-17T00:00:00.000,41,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182911,Desaparecido,Sin Información,2023-10-18T00:00:00.000,45,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182912,Desaparecido,Sin Información,2023-10-30T00:00:00.000,15,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182914,Aparecio Vivo,Sin Información,2023-11-02T00:00:00.000,14,Mujer,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Tunja,Boyacá,Desaparición
182915,Aparecio Vivo,Sin Información,2023-11-17T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182916,Desaparecido,Sin Información,2023-11-05T00:00:00.000,37,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Persona en condición de desplazamiento,Colombia,Tame,Arauca,Desaparición
182917,Desaparecido,Sin Información,2023-06-14T00:00:00.000,47,Hombre,Sin Información,Negro,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
182918,Desaparecido,Sin Información,2023-11-13T00:00:00.000,48,Hombre,Colombia,Sin Información,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Medellín,Antioquia,Desaparición
182919,Desaparecido,Sin Información,2023-11-03T00:00:00.000,43,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182920,Aparecio Vivo,Sin Información,2023-11-19T00:00:00.000,46,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bello,Antioquia,Desaparición
182921,Desaparecido,Sin Información,2023-11-18T00:00:00.000,34,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182922,Desaparecido,Sin Información,2023-11-17T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
182923,Desaparecido,Sin Información,2023-11-16T00:00:00.000,13,Hombre,Sin Información,Mulato,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
182924,Desaparecido,Sin Información,2023-10-03T00:00:00.000,42,Hombre,Colombia,Sin Información,Sin Información,Educación media o secundaria alta,Otro,Colombia,Duitama,Boyacá,Desaparición
182925,Desaparecido,Sin Información,2023-11-15T00:00:00.000,17,Hombre,Colombia,Blanco,Soltero (a),Sin información,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
182926,Desaparecido,Desaparición Presuntamente Forzada,2023-11-09T00:00:00.000,55,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Valle Del Guamuez,Putumayo,Desaparición
182927,Desaparecido,Sin Información,2023-11-18T00:00:00.000,40,Mujer,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Caucasia,Antioquia,Desaparición
182928,Aparecio Vivo,Sin Información,2023-11-18T00:00:00.000,14,Mujer,Sin Información,Blanco,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
182929,Aparecio Vivo,Sin Información,2023-10-30T00:00:00.000,28,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182930,Desaparecido,Sin Información,2023-11-07T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182931,Desaparecido,Desaparición Presuntamente Forzada,2023-11-09T00:00:00.000,48,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Valle Del Guamuez,Putumayo,Desaparición
182932,Aparecio Vivo,Sin Información,2023-11-16T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182933,Aparecio Vivo,Sin Información,2023-10-30T00:00:00.000,5,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182934,Aparecio Vivo,Sin Información,2023-10-30T00:00:00.000,2,Mujer,Colombia,Mestizo,No Aplica,Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182935,Desaparecido,Sin Información,2023-01-01T00:00:00.000,28,Mujer,Venezuela,Sin Información,Sin Información,Sin información,Sin información,Colombia,Medellín,Antioquia,Desaparición
182936,Desaparecido,Sin Información,2023-11-16T00:00:00.000,72,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182938,Desaparecido,Sin Información,2023-11-11T00:00:00.000,59,Hombre,Sin Información,Blanco,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Génova,Quindio,Desaparición
182939,Desaparecido,Sin Información,2023-11-18T00:00:00.000,33,Hombre,Venezuela,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182940,Desaparecido,Sin Información,2023-11-18T00:00:00.000,21,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Caucasia,Antioquia,Desaparición
182941,Desaparecido,Sin Información,2023-09-15T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182942,Desaparecido,Sin Información,2023-11-18T00:00:00.000,15,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182943,Desaparecido,Sin Información,2023-10-21T00:00:00.000,31,Mujer,Venezuela,Sin Información,Casado (a),Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182944,Desaparecido,Sin Información,2023-11-14T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182946,Desaparecido,Sin Información,2023-01-15T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Villavicencio,Meta,Desaparición
182948,Desaparecido,Sin Información,2023-11-14T00:00:00.000,32,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182949,Desaparecido,Sin Información,2023-10-21T00:00:00.000,28,Mujer,Venezuela,Sin Información,Soltero (a),Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182950,Desaparecido,Sin Información,2023-10-21T00:00:00.000,41,Hombre,Venezuela,Sin Información,Sin Información,Sin información,Sin información,Colombia,San Andrés,San Andres Y Providencia,Desaparición
182951,Aparecio Vivo,Sin Información,2023-11-16T00:00:00.000,31,Hombre,Venezuela,Mestizo,Sin Información,Sin información,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
182952,Desaparecido,Sin Información,2023-09-01T00:00:00.000,28,Hombre,Colombia,Negro,Soltero (a),Educación básica primaria,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182953,Desaparecido,Sin Información,2023-11-17T00:00:00.000,16,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
182954,Aparecio Vivo,Sin Información,2023-11-18T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
